X2024-3,U3047,X2024-4,U3056,U3020,U3071,X2024-2,U3117,U3073,U3017,X2024-1,U3039,U3013
ENSG00000012048,7.09733989048698,9.45734850143248,7.15283285106477,9.86957884986487,10.5321228993763,9.15812072023506,7.23961586716716,9.4378923727717,9.98796810016796,9.26405966853553,7.11297372249986,9.57571085991696,10.2937119792275
ENSG00000012171,8.62302846792105,10.8508708446753,9.89147478780343,9.95222725141548,10.0322167065349,11.7695550818285,10.0242169220933,9.57912234980365,9.5918698383083,9.81034127793686,10.6829627634355,11.7637688721311,11.0643432007037
ENSG00000012504,6.2172229110342,5.87090291931701,5.68284451378311,5.68284451378311,5.88166853947583,5.68284451378311,5.96889433609179,5.86998289389508,9.91234322243426,5.68284451378311,5.92106990837127,5.68284451378311,5.68284451378311
ENSG00000012660,9.94429836531383,11.23436906972,10.61163215499,11.8972875736989,12.4877506013722,11.8628909675392,10.3501000999246,11.6025490544369,12.6411095604941,11.559791505427,9.00319719817002,12.6521002519489,12.3417306198894
ENSG00000013016,11.699286760285,9.07484567505557,11.9169983652364,7.68855130507201,8.30019002809623,9.76305409441908,11.8435553171232,8.44982642332753,8.09073449450853,8.15931327962899,11.680823834961,8.81414052799676,8.33820195965282
ENSG00000013293,10.5930253920929,6.00811253624244,10.7651739292218,5.88968124369097,6.07955627300595,5.89381224656971,10.6414831513823,7.18137478681837,6.02644138952607,6.06794128148704,10.486388559123,6.23722214770435,6.23004080716854
ENSG00000013297,6.90626102437045,6.27381801549058,10.3923753828999,5.97510639371777,7.25652291651272,7.43754792071981,10.5409681120674,8.01024460696897,6.51489256038635,6.22586080415709,10.2302122541565,8.55960631624527,7.76005044471687
ENSG00000013364,9.4039988960098,9.22262532066526,9.88962937574181,8.03283374573951,11.1979362695971,11.219791926254,9.48177185513916,10.5604353537709,10.4357360278499,8.0853207495124,8.78363441942485,10.5600145342123,9.99445322210226
ENSG00000013573,7.66238946674949,9.80184706371347,7.0178026461108,10.2621930822127,10.8298660693132,10.4172273504354,7.77720981475929,9.3844012342937,10.557654934346,10.5140482899976,7.97910919380145,9.46279491017471,10.6231825723038
ENSG00000013588,6.3354901767636,6.1418790843953,7.03367239191093,6.49993559827852,6.90448666920153,8.80338970363909,6.13402930096491,6.56705386005019,6.73048642605329,5.68284451378311,6.0193655470609,7.44840434818936,8.46862786951837
ENSG00000013810,7.14019232956113,9.92015141982325,7.33495737631833,10.6341238224753,11.2864262701916,10.4253430487017,7.20633188604834,10.4769276892652,11.6774658095346,10.5330168976665,7.30003842084749,10.1248550160511,10.7587022311045
ENSG00000014641,12.9762289705675,10.5376089781515,13.1609570907378,10.2634372411869,10.2589671713098,10.3771435532823,13.2625046675215,10.4619352855701,10.9195827106916,9.94480545598664,13.6005283457302,9.72921690447233,10.2377444316056
